website,city,name,zip,phone2,phone1,page_link,rank,state,longitude,address,latitude
http://www.goldenchinaventura.com/,Ventura,Golden China Restaurant,93001,,(805) 652-0688,http://www.yellowpages.com/ventura-ca/mip/golden-china-restaurant-6467523?lid=178220374,5.0 stars,CA,-119.26833,760 S Seaward Ave,,34.26591
http://www.ottavio.com,Camarillo,Ottavio's Italian Restaurant,93010,,(805) 484-9049,http://www.yellowpages.com/camarillo-ca/mip/ottavios-italian-restaurant-11410449?lid=1000108741420,3.5 stars,CA,-119.04926,1620 Ventura Blvd,,34.217243
,Ventura,Sportsman Restaurant & Cocktail Lounge,93001,,(805) 643-2851,http://www.yellowpages.com/ventura-ca/mip/sportsman-restaurant-cocktail-lounge-6343602?lid=171598214,5.0 stars,CA,-119.29313,53 S California St,,34.280163
http://www.o-sabi.com,Ventura,O-sabi Japanese Restaurant,93003,,(805) 642-6200,http://www.yellowpages.com/ventura-ca/mip/o-sabi-japanese-restaurant-10878260?lid=179397548,3.0 stars,CA,-119.21047,5795 Walker St,,34.25361
http://www.qqhawaiianbbq.com,Ventura,Q & Q Hawaiian BBQ,93003,,(805) 644-8988,http://www.yellowpages.com/ventura-ca/mip/q-q-hawaiian-bbq-8726272?lid=1000051412793,5.0 stars,CA,-119.21104,1780 S Victoria Ave # F,,34.25818
http://www.roundtablepizza.com/order?id=138,Camarillo,Round Table Pizza,93010,,(805) 484-8900,http://www.yellowpages.com/camarillo-ca/mip/round-table-pizza-479834019?lid=1000084702512,4.0 stars,CA,-119.03896,880 Arneill Rd,,34.22575
http://www.ricsrestaurant.com,Camarillo,Ric's Restaurant,93010,,(805) 389-9919,http://www.yellowpages.com/camarillo-ca/mip/rics-restaurant-22255487?lid=22255487,4.0 stars,CA,-119.03708,2500 Las Posas Rd,,34.236954
http://www.applebees.com,Camarillo,Applebee's,93010,,(805) 445-7160,http://www.yellowpages.com/camarillo-ca/mip/applebees-4537817?lid=4537817,4.0 stars,CA,-119.07592,291 W Ventura Blvd,,34.21692
http://www.woodranch.com/restaurants/Camarillo,Camarillo,Wood Ranch BBQ & Grill,93010,,(805) 482-1202,http://www.yellowpages.com/camarillo-ca/mip/wood-ranch-bbq-grill-2705826?lid=2705826,4.5 stars,CA,-119.05551,1101 E Daily Dr,,34.21831
http://www.gorustys.com,Ventura,PizzaMan Dan's,93001,,(805) 658-6666,http://www.yellowpages.com/ventura-ca/mip/pizzaman-dans-3662498?lid=199016769,0.0 stars,CA,,,
http://www.lurefishhouse.com/,Camarillo,Lure Fish House,93010,,(805) 388-5556,http://www.yellowpages.com/camarillo-ca/mip/lure-fish-house-466027806?lid=466027806,5.0 stars,CA,-119.07503,259 W Ventura Blvd,,34.21667
http://www.veronatrattoria.com,Camarillo,Verona Trattoria,93010,,(805) 383-7576,http://www.yellowpages.com/camarillo-ca/mip/verona-trattoria-1086118?lid=1086118,5.0 stars,CA,-119.036736,2485 Ventura Blvd,,34.216267
http://www.safirebistro.com,Camarillo,Safire Restaurant,93012,,(805) 389-1227,http://www.yellowpages.com/camarillo-ca/mip/safire-restaurant-13086087?lid=13086087,4.0 stars,CA,-119.00612,4850 Santa Rosa Rd,,34.21639
http://www.stfrancisbbq.com,Camarillo,St Francis BBQ,93012,,(805) 388-9555,http://www.yellowpages.com/camarillo-ca/mip/st-francis-bbq-9605607?lid=9605607,2.0 stars,CA,-119.00397,4952 Verdugo Way,,34.21547
http://www.roundtablepizza.com/order?id=537,Ventura,Round Table Pizza,93003,,(805) 654-0777,http://www.yellowpages.com/ventura-ca/mip/round-table-pizza-466232949?lid=1000084702177,0.0 stars,CA,-119.23405,4255 E Main St,,34.262703
http://www.alohasteakhouse.com,Ventura,Aloha Steakhouse,93001,,(805) 652-1799,http://www.yellowpages.com/ventura-ca/mip/aloha-steakhouse-5953191?lid=5953191,4.5 stars,CA,-119.29303,364 S California St,,34.277092
http://www.brophybros.com,Ventura,Brophy Bros Restaurant,93001,,(805) 639-0865,http://www.yellowpages.com/ventura-ca/mip/brophy-bros-restaurant-9799682?lid=9799682,4.0 stars,CA,-119.26584,1559 Spinnaker Dr,,34.240788
http://www.ericericssons.com,Ventura,Eric Ericsson's,93001,,(805) 643-4783,http://www.yellowpages.com/ventura-ca/mip/eric-ericssons-455279967?lid=455279967,3.0 stars,CA,-119.290596,668 Harbor Blvd,,34.27638
http://www.brendans.com,Camarillo,Brendans Camarillo,93010,,(805) 383-4100,http://www.yellowpages.com/camarillo-ca/mip/brendans-camarillo-461998762?lid=461998762,0.0 stars,CA,-119.04727,1755 E Daily Dr,,34.21784
http://www.chestersasia.com,Camarillo,Chester's Asia Chinese Restaurant,93010,,(805) 482-6564,http://www.yellowpages.com/camarillo-ca/mip/chesters-asia-chinese-restaurant-30598346?lid=30598346,2.0 stars,CA,,2216 Pickwick Drive,,
http://www.chinabowlstatestcafe.com,Santa Barbara,China Bowl & State Street Cafe,93101,,(805) 963-6450,http://www.yellowpages.com/santa-barbara-ca/mip/china-bowl-state-street-cafe-461716281?lid=387815172,2.0 stars,CA,-119.69331,440 E Ortega St,,34.42315
http://www.ferrarositalianrestaurant.com,Ventura,Ferraro's Italian Restaurant,93003,,(805) 648-7270,http://www.yellowpages.com/ventura-ca/mip/ferraros-italian-restaurant-4509395?lid=4509395,4.0 stars,CA,-119.258804,2788 E Main St,,34.27295
http://www.restaurantbrooks.com,Ventura,Brooks Restaurant,93001,,(805) 652-7070,http://www.yellowpages.com/ventura-ca/mip/brooks-restaurant-1553615?lid=1553615,4.5 stars,CA,-119.29256,545 E Thompson Blvd,,34.27825
http://www.greekventuraharbor.com,Ventura,The Greek At The Harbor,93001,,(805) 650-5350,http://www.yellowpages.com/ventura-ca/mip/the-greek-at-the-harbor-474155864?lid=474155864,4.5 stars,CA,-119.26585,1583 Spinnaker Dr Ste 101,,34.24102
http://www.bombaybarandgrill.com,Ventura,Bombay Bar & Grill,93001,,(805) 643-4404,http://www.yellowpages.com/ventura-ca/mip/bombay-bar-grill-13987953?lid=13987953,5.0 stars,CA,-119.29311,143 S California St,,34.279003
http://www.mariecallenders.com,Camarillo,Marie Callendar's,93010,,(805) 987-5580,http://www.yellowpages.com/camarillo-ca/mip/marie-callendars-3029?lid=3029,0.0 stars,CA,-119.06774,185 E Daily Dr,,34.220894
http://www.cronies.com/,Camarillo,Cronie's Sports Grill,93010,,(805) 482-5900,http://www.yellowpages.com/camarillo-ca/mip/cronies-sports-grill-8245458?lid=8245458,5.0 stars,CA,-119.054375,370 N Lantana St,,34.238247
http://calgrill.com/,Camarillo,California Grill,93010,,(805) 987-1922,http://www.yellowpages.com/camarillo-ca/mip/california-grill-10827376?lid=10827376,4.5 stars,CA,-119.068306,67 E Daily Dr,,34.22176
http://www.banditsbbq.com,Camarillo,Bandits Grill & Bar,93010,,(805) 445-4742,http://www.yellowpages.com/camarillo-ca/mip/bandits-grill-bar-454999118?lid=454999118,3.5 stars,CA,-119.04399,1980 Ventura Blvd,,34.217045
http://www.seagrassrestaurant.com,Santa Barbara,Seagrass Restaurant,93101,,(805) 963-1012,http://www.yellowpages.com/santa-barbara-ca/mip/seagrass-restaurant-13151940?lid=13151940,4.0 stars,CA,-119.69744,30 E Ortega St,,34.419277
http://www.pascuccirestaurant.com,Santa Barbara,Pascucci,93101,,(805) 963-8123,http://www.yellowpages.com/santa-barbara-ca/mip/pascucci-2458805?lid=2458805,4.0 stars,CA,-119.69882,729 State St,,34.419224
http://www.stellamares.com,Santa Barbara,Stella Mare's,93108,,(805) 969-6705,http://www.yellowpages.com/santa-barbara-ca/mip/stella-mares-10335355?lid=10335355,5.0 stars,CA,-119.6576,50 Los Patos Way,,34.422077
http://www.chucksofhawaii.com,Santa Barbara,Chuck's of Hawaii,93105,,(805) 687-4417,http://www.yellowpages.com/santa-barbara-ca/mip/chucks-of-hawaii-8461764?lid=8461764,4.5 stars,CA,-119.7503,3888 State St,,34.440495
http://dargans.com/,Ventura,Dargans Iris Pub & Restaurant,93001,,(805) 648-3001,http://www.yellowpages.com/ventura-ca/mip/dargans-iris-pub-restaurant-2634384?lid=2634384,2.0 stars,CA,-119.291664,593 E Main St,,34.280857
http://www.seawardvillagefishandchips.com,Ventura,Seaward Fish & Chips,93001,,(805) 653-1511,http://www.yellowpages.com/ventura-ca/mip/seaward-fish-chips-9619732?lid=9619732,0.0 stars,CA,-119.27349,1125 S Seaward Ave,,34.263367
http://www.rhumblineventura.com,Ventura,Rhumb Line Restaurant,93001,,(805) 642-1200,http://www.yellowpages.com/ventura-ca/mip/rhumb-line-restaurant-469429012?lid=469429012,0.0 stars,CA,-119.263374,1510 Anchors Way Dr,,34.250298
http://www.blackangus.com,Ventura,Black Angus Steakhouse,93003,,(805) 644-7323,http://www.yellowpages.com/ventura-ca/mip/black-angus-steakhouse-493771?lid=493771,2.5 stars,CA,-119.234695,4718 Telephone Rd,,34.259903
http://www.eltecolote.com,Camarillo,El Tecolote Restaurant,93012,,(805) 482-4318,http://www.yellowpages.com/camarillo-ca/mip/el-tecolote-restaurant-11452025?lid=11452025,5.0 stars,CA,-119.03618,333 N Lewis Rd,,34.21353
,Camarillo,Chuy's Mesquite Broiler,93010,,(805) 445-9444,http://www.yellowpages.com/camarillo-ca/mip/chuys-mesquite-broiler-771509?lid=771509,1.0 stars,CA,-119.05076,311 Carmen Dr,,34.21928
,Camarillo,Pastabilities Restaurants,93012,,(805) 383-3388,http://www.yellowpages.com/camarillo-ca/mip/pastabilities-restaurants-30847693?lid=30847693,0.0 stars,CA,-119.00425,4910 Verdugo Way,,34.215626
http://www.cucinaisabella.com,Camarillo,Cucina Isabella,93010,,(805) 482-0663,http://www.yellowpages.com/camarillo-ca/mip/cucina-isabella-1407378?lid=1407378,2.5 stars,CA,-119.0507,455 Carmen Dr,,34.2201
http://www.piatti.com/,Santa Barbara,Piatti,93108,,(805) 969-7520,http://www.yellowpages.com/santa-barbara-ca/mip/piatti-1809305?lid=1809305,4.5 stars,CA,-119.63207,516 San Ysidro Rd,,34.437077
http://www.elementsrestaurantandbar.com,Santa Barbara,Elements Restaurant & Bar,93101,,(805) 884-9218,http://www.yellowpages.com/santa-barbara-ca/mip/elements-restaurant-bar-13149084?lid=13149084,4.0 stars,CA,-119.70295,129 E Anapamu St,,34.424793
http://www.ruthschris.com/,Santa Barbara,Ruth's Chris Steak House,93105,,(805) 563-5674,http://www.yellowpages.com/santa-barbara-ca/mip/ruths-chris-steak-house-13005786?lid=13005786,0.0 stars,CA,-119.747375,3815 State St,,34.44041
http://www.sambosonthebeach.com,Santa Barbara,Sambo's Restaurants,93101,,(805) 965-3269,http://www.yellowpages.com/santa-barbara-ca/mip/sambos-restaurants-22332885?lid=22332885,4.0 stars,CA,-119.68628,216 W Cabrillo Blvd,,34.414528
http://www.spinnakersteakandseafood.com,Ventura,Spinnaker Seafood & Broiler,93001,,(805) 658-6220,http://www.yellowpages.com/ventura-ca/mip/spinnaker-seafood-broiler-7276380?lid=7276380,0.0 stars,CA,-119.26585,1583 Spinnaker Dr Ste 109,,34.24102
http://www.sicilybygino.com,Ventura,Sicily By Gino,93001,,(805) 641-2220,http://www.yellowpages.com/ventura-ca/mip/sicily-by-gino-22170802?lid=22170802,0.0 stars,CA,-119.292145,563 E Main St,,34.280853
http://www.mongolianbbq.net,Ventura,Wok & South Mongolian BBQ,93003,,(805) 653-2658,http://www.yellowpages.com/ventura-ca/mip/wok-south-mongolian-bbq-2299907?lid=2299907,5.0 stars,CA,-119.25778,2835 E Main St,,34.27225
,Ventura,Tony's Steak & Seafood,93001,,(805) 643-3322,http://www.yellowpages.com/ventura-ca/mip/tonys-steak-seafood-16503079?lid=16503079,0.0 stars,CA,-119.271034,2009 E Thompson Blvd,,34.274498
http://www.mooresseafood.com,Camarillo,Moore's Seafood,93010,,(805) 384-9277,http://www.yellowpages.com/camarillo-ca/mip/moores-seafood-15606697?lid=15606697,0.0 stars,CA,-119.18391,631 Carnation Pl,,34.222458
,Camarillo,Texas Cattle Co,93010,,(805) 383-2770,http://www.yellowpages.com/camarillo-ca/mip/texas-cattle-co-374175?lid=374175,5.0 stars,CA,-119.03892,710 Arneill Rd,,34.223686
http://www.rudyscamarillo.com,Camarillo,Rudy's Restaurant,93010,,(805) 383-9100,http://www.yellowpages.com/camarillo-ca/mip/rudys-restaurant-458842168?lid=458842168,0.0 stars,CA,-119.03701,2508 Las Posas Rd Ste D,,34.23697
http://www.johnnyrockets.com,Camarillo,Johnny Rockets,93010,,(805) 383-1888,http://www.yellowpages.com/camarillo-ca/mip/johnny-rockets-30849632?lid=30849632,0.0 stars,CA,-119.06676,640 Ventura Blvd,,34.21686
http://longboardsgrillsb.com/,Santa Barbara,Longboard's Grill,93101,,(805) 963-3311,http://www.yellowpages.com/santa-barbara-ca/mip/longboards-grill-11513688?lid=11513688,2.5 stars,CA,-119.68629,210 Stearns Wharf,,34.41033
http://www.sanysidroranch.com,Santa Barbara,Stonehouse @ San Ysidro Ranch,93108,,(805) 565-1700,http://www.yellowpages.com/santa-barbara-ca/mip/stonehouse-san-ysidro-ranch-474176234?lid=474176234,4.0 stars,CA,-119.626274,900 San Ysidro Ln,,34.445545
http://www.harborsb.com,Santa Barbara,Harbor Restaurant,93101,,(805) 963-3311,http://www.yellowpages.com/santa-barbara-ca/mip/harbor-restaurant-8995531?lid=8995531,5.0 stars,CA,-119.68629,210 Stearns Wharf,,34.41033
http://www.tacodemexicoventura.com,Ventura,El Taco De Mexico,93003,,(805) 642-9409,http://www.yellowpages.com/ventura-ca/mip/el-taco-de-mexico-2247768?lid=2247768,3.5 stars,CA,-119.25401,3114 Telegraph Rd,,34.27214
http://www.watermarkonmain.com,Ventura,Watermark Restaurant,93001,,(805) 643-6800,http://www.yellowpages.com/ventura-ca/mip/watermark-restaurant-1769521?lid=1769521,3.0 stars,CA,-119.29157,598 E Main St,,34.280857
http://www.ihop.com,Ventura,IHOP,93003,,(805) 650-8002,http://www.yellowpages.com/ventura-ca/mip/ihop-464760544?lid=464760544,5.0 stars,CA,-119.211044,1771 S Victoria Ave,,34.258198
http://www.allisonscountrycafe.com,Ventura,Allison's Country Cafe,93003,,(805) 644-9072,http://www.yellowpages.com/ventura-ca/mip/allisons-country-cafe-1654528?lid=1654528,4.5 stars,CA,-119.24982,3429 Telegraph Rd,,34.272846
http://www.damoresfamouspizza.com/,Camarillo,D'Amore's Famous Pizza,93010,,(805) 445-6534,http://www.yellowpages.com/camarillo-ca/mip/damores-famous-pizza-22531519?lid=22531519,2.0 stars,CA,-119.05478,300 N Lantana St,,34.23708
,Camarillo,Off The Hook Mexican Seafood,93010,,(805) 987-3030,http://www.yellowpages.com/camarillo-ca/mip/off-the-hook-mexican-seafood-468838561?lid=468838561,4.0 stars,CA,-119.04608,1775 E Daily Dr,,34.217823
http://www.ihop.com,Camarillo,IHOP,93010,,(805) 484-1346,http://www.yellowpages.com/camarillo-ca/mip/ihop-464768876?lid=464768876,2.0 stars,CA,-119.04993,1620 E Daily Dr,,34.219135
,Camarillo,Great Central Steak & Hoagie,93010,,(805) 987-6902,http://www.yellowpages.com/camarillo-ca/mip/great-central-steak-hoagie-1787739?lid=1787739,2.0 stars,CA,-119.03901,235 Arneill Rd,,34.218853
http://www.sbfishhouse.com/,Santa Barbara,Boathouse At Hendry's Beach,93109,,(805) 898-2628,http://www.yellowpages.com/santa-barbara-ca/mip/boathouse-at-hendrys-beach-12351232?lid=12351232,4.5 stars,CA,-119.74376,2981 Cliff Dr,,34.403965
http://www.palazzio.com/,Santa Barbara,Palazzio,93101,,(805) 564-1985,http://www.yellowpages.com/santa-barbara-ca/mip/palazzio-13604724?lid=13604724,4.0 stars,CA,-119.702255,1026 State St,,34.421734
http://www.olioelimone.com,Santa Barbara,Olio E Limone Ristorante,93101,,(805) 899-2699,http://www.yellowpages.com/santa-barbara-ca/mip/olio-e-limone-ristorante-11307487?lid=11307487,4.0 stars,CA,-119.70588,17 W Victoria St,,34.4242
http://www.woodranch.com/restaurant_entry.html,Ventura,Wood Ranch BBQ and Grill,93003,,(805) 620-4500,http://www.yellowpages.com/ventura-ca/mip/wood-ranch-bbq-and-grill-22672512?lid=22672512,5.0 stars,CA,-119.24721,3449 E Main St,,34.2654
http://www.galbeehouse.com,Ventura,"Hook, Line And Sinker Seafood",93003,,(805) 650-1160,http://www.yellowpages.com/ventura-ca/mip/hook-line-and-sinker-seafood-457425190?lid=457425190,0.0 stars,CA,-119.19508,2950 Johnson Dr,,34.247246
http://www.spagco.com,Ventura,Spaghetti Co.,93003,,(805) 643-7444,http://www.yellowpages.com/ventura-ca/mip/spaghetti-co-1588109?lid=1588109,3.0 stars,CA,-119.26017,2686 Loma Vista Rd,,34.27499
http://www.jimandrobsventura.com,Ventura,Jim & Rob's Fresh Grill Inc,93001,,(805) 653-7276,http://www.yellowpages.com/ventura-ca/mip/jim-robs-fresh-grill-inc-381632?lid=381632,0.0 stars,CA,-119.272064,1876 E Main St,,34.27852
http://www.chili-peppers.net,Camarillo,Chili Peppers,93010,,(805) 482-8180,http://www.yellowpages.com/camarillo-ca/mip/chili-peppers-471099358?lid=471099358,0.0 stars,CA,-119.0429,601 Mobil Ave Ste J,,34.22226
http://www.dennys.com/,Camarillo,Denny's,93010,,(805) 484-4137,http://www.yellowpages.com/camarillo-ca/mip/dennys-4263176?lid=4263176,3.5 stars,CA,-119.04894,1659 E Daily Dr,,34.2182
http://www.valentinos.com,Camarillo,Valentino's,93010,,(805) 482-7777,http://www.yellowpages.com/camarillo-ca/mip/valentinos-461997089?lid=461997089,0.0 stars,CA,-119.069786,562 Las Posas Rd,,34.222248
http://www.montecitoinn.com,Santa Barbara,Montecito Inn,93108,,(800) 843-2017,http://www.yellowpages.com/santa-barbara-ca/mip/montecito-inn-458113391?lid=458113391,0.0 stars,CA,-119.64018,1295 Coast Village Rd,,34.421555
http://www.stearnswharf.org/,Santa Barbara,Moby Dick Restaurants,93101,,(805) 965-0549,http://www.yellowpages.com/santa-barbara-ca/mip/moby-dick-restaurants-3526947?lid=3526947,4.0 stars,CA,-119.68525,220 Stearns Wharf,,34.409252
http://www.killerbbqandbar.com/,Santa Barbara,Killer B BBQ & Bar,93101,,(805) 845-2254,http://www.yellowpages.com/santa-barbara-ca/mip/killer-b-bbq-bar-466694392?lid=466694392,0.0 stars,CA,-119.69862,718 State St,,34.41908
http://www.trelunesb.com,Santa Barbara,Tre Lune,93108,,(805) 969-2646,http://www.yellowpages.com/santa-barbara-ca/mip/tre-lune-1226997?lid=1226997,4.0 stars,CA,-119.64629,1151 Coast Village Rd,,34.421253
http://www.cronies.com,Ventura,Cronies Sports Grill,93003,,(805) 650-6026,http://www.yellowpages.com/ventura-ca/mip/cronies-sports-grill-13203831?lid=13203831,3.0 stars,CA,-119.19607,2855 Johnson Dr,,34.248356
http://www.frescosb.com,Santa Barbara,Fresco Cafe,93105,,(805) 967-6037,http://www.yellowpages.com/santa-barbara-ca/mip/fresco-cafe-1941987?lid=1941987,0.0 stars,CA,-119.75404,3987 State St,,34.440308
http://www.teeoffsb.com,Santa Barbara,Tee-Off,93105,,(805) 687-1616,http://www.yellowpages.com/santa-barbara-ca/mip/tee-off-20844752?lid=20844752,5.0 stars,CA,-119.74111,3627 State St,,34.44041
http://www.rodneyssteakhouse.com,Santa Barbara,Rodney's Steak House,93103,,(805) 884-8554,http://www.yellowpages.com/santa-barbara-ca/mip/rodneys-steak-house-1631285?lid=1631285,0.0 stars,CA,-119.67824,633 E Cabrillo Blvd,,34.41562
http://www.sbaldos.com,Santa Barbara,Aldo's Italian Restaurant,93101,,(805) 963-6687,http://www.yellowpages.com/santa-barbara-ca/mip/aldos-italian-restaurant-7594680?lid=7594680,2.5 stars,CA,-119.7023,1031 State St,,34.421772
http://www.holdrens.com,Santa Barbara,Holdren's Steaks & Seafood,93101,,(805) 965-3363,http://www.yellowpages.com/santa-barbara-ca/mip/holdrens-steaks-seafood-22308049?lid=22308049,3.5 stars,CA,-119.6959,512 State St,,34.417057
http://www.archrockfish.com/home,Santa Barbara,Arch Rock Fish,93101,,(805) 845-2800,http://www.yellowpages.com/santa-barbara-ca/mip/arch-rock-fish-15371524?lid=15371524,4.0 stars,CA,-119.69584,608 Anacapa St,,34.41902
http://www.tuscanypizzeriadeli.com,Santa Paula,Tuscany Pizzeria & Deli,93060,,(805) 229-7279,http://www.yellowpages.com/santa-paula-ca/mip/tuscany-pizzeria-deli-459929466?lid=459929466,0.0 stars,CA,-119.06065,973 E Main St,,34.353725
http://dargans.com,Santa Barbara,Dargan's Irish Pub & Rstrnt,93101,,(805) 568-0702,http://www.yellowpages.com/santa-barbara-ca/mip/dargans-irish-pub-rstrnt-4820440?lid=4820440,4.5 stars,CA,-119.69759,18 E Ortega St,,34.41913
http://www.brewhousesb.com,Santa Barbara,Brewhouse,93101,,(805) 884-4664,http://www.yellowpages.com/santa-barbara-ca/mip/brewhouse-2463185?lid=2463185,3.5 stars,CA,-119.695435,229 W Montecito St,,34.4126
http://www.alindiacafe.com,Santa Barbara,All India Cafe,93101,,(805) 882-1000,http://www.yellowpages.com/santa-barbara-ca/mip/all-india-cafe-3110919?lid=3110919,5.0 stars,CA,-119.694374,431 State St,,34.415977
http://www.downeyssb.com,Santa Barbara,Downey's,93101,,(805) 966-5006,http://www.yellowpages.com/santa-barbara-ca/mip/downeys-2749968?lid=2749968,3.0 stars,CA,-119.705864,1305 State St,,34.424385
,Santa Paula,Enzo's Italian Restaurant,93060,,(805) 933-3444,http://www.yellowpages.com/santa-paula-ca/mip/enzos-italian-restaurant-462002330?lid=462002330,0.0 stars,CA,-119.06129,134 N Mill St,,34.35393
http://www.carrows.com/,Santa Paula,Carrows,93060,,(805) 525-0966,http://www.yellowpages.com/santa-paula-ca/mip/carrows-15670287?lid=15670287,0.0 stars,CA,-119.06924,327 S Palm Ave,,34.34625
http://www.hozysgrill.com,Santa Paula,Hozy's Grill,93060,,(805) 525-1068,http://www.yellowpages.com/santa-paula-ca/mip/hozys-grill-22311131?lid=22311131,0.0 stars,CA,-119.04106,1760 E Lemonwood Dr,,34.35753
http://www.zapspizza.com,Santa Paula,Zapparelli's Family Pizzeria,93060,,(805) 933-1351,http://www.yellowpages.com/santa-paula-ca/mip/zapparellis-family-pizzeria-9535987?lid=9535987,0.0 stars,CA,-119.08331,598 W Main St,,34.34525
http://www.woodysbbq.com,Santa Barbara,Woody's Bbq,93111,,(805) 967-3775,http://www.yellowpages.com/santa-barbara-ca/mip/woodys-bbq-6090016?lid=6090016,2.5 stars,CA,-119.80252,5112 Hollister Ave,,34.43495
http://www.amecipizzaandpasta.com,Santa Paula,Ameci Pizza & Pasta,93060,,(805) 933-5544,http://www.yellowpages.com/santa-paula-ca/mip/ameci-pizza-pasta-10302441?lid=10302441,5.0 stars,CA,-119.07215,125 E Harvard Blvd,,34.34632
http://www.santapaulamexicanfood.com/index.html,Santa Paula,Tlaquepaque Restaurant,93060,,(805) 933-5535,http://www.yellowpages.com/santa-paula-ca/mip/tlaquepaque-restaurant-7996072?lid=7996072,0.0 stars,CA,-119.06076,120 S Mill St,,34.352783
,Santa Paula,Rainbow Snow Company,93060,,(805) 525-6625,http://www.yellowpages.com/santa-paula-ca/mip/rainbow-snow-company-12944258?lid=12944258,0.0 stars,CA,-119.06134,933 Yale St,,34.35243
http://www.familiadiazrestaurant.com,Santa Paula,Familia Diaz,93060,,(805) 525-2813,http://www.yellowpages.com/santa-paula-ca/mip/familia-diaz-3528837?lid=3528837,4.0 stars,CA,-119.058685,245 S 10th St,,34.35112
http://www.tiababesrestaurante.com,Santa Paula,Tia Babe's Burritos & Mexican,93060,,(805) 525-5441,http://www.yellowpages.com/santa-paula-ca/mip/tia-babes-burritos-mexican-10914265?lid=10914265,0.0 stars,CA,-119.06054,915 E Harvard Blvd,,34.3499
,Santa Paula,Summit,93060,,(805) 933-9898,http://www.yellowpages.com/santa-paula-ca/mip/summit-7693869?lid=7693869,0.0 stars,CA,-119.08072,12689 Ojai Rd,,34.401993
,Santa Paula,Mupu Grill,93060,,(805) 525-9779,http://www.yellowpages.com/santa-paula-ca/mip/mupu-grill-8136101?lid=8136101,0.0 stars,CA,-119.06201,930 E Main St,,34.353294
,Santa Paula,Rabalais,93060,,(805) 525-2109,http://www.yellowpages.com/santa-paula-ca/mip/rabalais-468473641?lid=468473641,0.0 stars,CA,-119.06322,861 E Main St,,34.352917
,Santa Paula,Harvard Smoke & Snack,93060,,(805) 525-8910,http://www.yellowpages.com/santa-paula-ca/mip/harvard-smoke-snack-474655834?lid=474655834,0.0 stars,CA,-119.07184,135 E Harvard Blvd,,34.346416
,Santa Paula,Duke's,93060,,(805) 525-3270,http://www.yellowpages.com/santa-paula-ca/mip/dukes-2598432?lid=2598432,0.0 stars,CA,-119.07608,252 W Harvard Blvd,,34.345013
,Santa Paula,Mariscos El Campeon,93060,,(805) 525-8143,http://www.yellowpages.com/santa-paula-ca/mip/mariscos-el-campeon-5991301?lid=5991301,1.0 stars,CA,-119.05464,1175 E Harvard Blvd,,34.35175
,Santa Paula,Pollo Bravo,93060,,(805) 933-1375,http://www.yellowpages.com/santa-paula-ca/mip/pollo-bravo-2565037?lid=2565037,0.0 stars,CA,-119.06961,310 S Palm Ave,,34.346695
,Santa Paula,Mexican American Opportunity Foundation,93060,,(805) 525-8745,http://www.yellowpages.com/santa-paula-ca/mip/mexican-american-opportunity-foundation-481137369?lid=481137369,0.0 stars,CA,-119.05929,1111 E Santa Paula St,,34.358067
,Santa Paula,El Pescador,93060,,(805) 525-8846,http://www.yellowpages.com/santa-paula-ca/mip/el-pescador-22332844?lid=22332844,3.5 stars,CA,-119.0847,322 S Peck Rd,,34.339607
,Santa Paula,Anita's Food To Go,93060,,(805) 933-1144,http://www.yellowpages.com/santa-paula-ca/mip/anitas-food-to-go-13733552?lid=13733552,0.0 stars,CA,-119.05726,1220 Saticoy St,,34.360638
,Santa Paula,Rancho Abuelos,93060,,(805) 525-8820,http://www.yellowpages.com/santa-paula-ca/mip/rancho-abuelos-12307079?lid=12307079,0.0 stars,CA,,,
http://www.tiababesrestaurante.com,Santa Paula,Tia Babes Mexican Foods,93060,,(805) 525-5441,http://www.yellowpages.com/santa-paula-ca/mip/tia-babes-mexican-foods-451617798?lid=451617798,1.0 stars,CA,-119.0597,125 S 10th St,,34.353252
http://www.taqueriadelsol.com,Santa Paula,Taqueria & Estrellas,93060,,(805) 933-5020,http://www.yellowpages.com/santa-paula-ca/mip/taqueria-estrellas-7475496?lid=7475496,0.0 stars,CA,-119.07732,125 Dean Dr,,34.349174
,Santa Paula,Pizza Nostra,93060,,(805) 933-3545,http://www.yellowpages.com/santa-paula-ca/mip/pizza-nostra-458508856?lid=458508856,0.0 stars,CA,-119.08217,650 W Harvard Blvd,,34.341972
http://pizzanostrasf.com,Santa Paula,Pizza Nostra,93060,,(805) 933-3545,http://www.yellowpages.com/santa-paula-ca/mip/pizza-nostra-3371516?lid=3371516,0.0 stars,CA,-119.06065,973 E Main St,,34.353725
,Santa Paula,L A Casita Mexican Grill,93060,,(805) 525-6355,http://www.yellowpages.com/santa-paula-ca/mip/l-a-casita-mexican-grill-468857176?lid=468857176,0.0 stars,CA,-119.07258,106 W Main St,,34.35
,Santa Paula,Santa Paula Steak And Hoagie,93060,,(805) 525-4090,http://www.yellowpages.com/santa-paula-ca/mip/santa-paula-steak-and-hoagie-30416836?lid=30416836,0.0 stars,CA,-119.0733,110 W Harvard Blvd,,34.345856
,Santa Paula,Taqueria El Agua Azul,93060,,(805) 933-2036,http://www.yellowpages.com/santa-paula-ca/mip/taqueria-el-agua-azul-15888069?lid=15888069,0.0 stars,CA,-119.05724,1120 E Main St,,34.35481
